word,is_toxic
NawlinWiki#top,0
start#Notification,0
Incidents#User,0
Incidents#User,0
glow_b@hotmail,0
BLP#Reliable_sources,0
Brian@popflux,0
Window_function#Window_examples,0
_Wolterding#Bot,0
in?内Jinnai,0
mgiddley2434@charter,0
fox42@gmail,0
South_carolina#Sports_in_South_Carolina,0
2008_March_6#Encyclopedia_Dramatica,0
cults#Removed,0
policy#Courtesy,0
Nick@Nite,0
Nick@Nite,0
php?id,0
quickly?Malke2010,0
php?title,0
aspx?articleid,0
aspx?articleid,0
LOL@this,0
pfwells@alum,0
text#REDIRECT,0
text#REDIRECT,0
php?f,0
ARBSCI#Discretionary,0
IncidentArchive850#Velebit,0
php?title,0
watch?v,0
ChatMe!ReadMe,0
php?seriesID,0
php?title,0
lolscenekids@yahoo,0
France#Overseas,0
11#Abortion,0
5#Ali,0
CSD#A7,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Is,0
okay?Answer,0
php?c,0
htm#Definition,0
ChatMe!ReadMe,0
everything#Requested_move,0
tags#Fair,0
php?title,1
Merging#Closing,0
Marian_apparition#Quality,0
Brewster_Buffalo#Finland,0
darkness?or,0
thing?curious,0
Outlines#Should,0
Hastings_Ismay#Somaliland,0
archive13#ABOUT,0
wanted!Hi,0
fivetrees@yahoo,0
Israel_relations#Islamic_Terrorism_,0
that?TAB,0
dll?p,0
search?hl,0
books?q,0
books?q,0
books?q,0
books?q,0
Requests#Zeno,0
Requests#Requests,0
Bodhi#Advert,0
n!gger,1
d!ck,1
n!gger,1
f@ggot,1
n!gger,1
f@gget,1
n!gger,1
f@ggot,1
n!gger,1
f@ggot,1
Convolution#External_links,0
Convolution_theorem#Additional_resources,0
verifiable!I,0
emerges?66,0
earoot@yahoo,0
tags#Fair,0
ANI#Strange,0
Defense?in,0
NOT#SOAPBOX,0
php?title,0
search?q,0
bmokuoa@gmail,0
page?The,0
me?User,0
head!78,1
php?title,0
dll?p,0
cgi?USERPAGE,0
php?title,0
tags#Fair_use,0
frankgerlach@gmail,0
Checkuser?user,0
move?page,0
block?page,0
Checkuser?user,0
move?page,0
block?page,0
t@lk,0
sockpuppet?68,0
NOT#IINFO,0
NFCC#9,1
NFCC#9,1
NFCC#9,1
webwn?s,0
28#Category,0
asp?ARTICLE_ID,0
php?id,0
php?id,0
sanchez@gmail,0
WP?Then,0
entry?99,0
Whew!Hope,0
ANTIGRAY@cs,0
Vithoba#Requested,0
php?id,0
tags#Fair,0
Christianity#Project,0
27_noticeboard#Serious_ban_request,0
27_noticeboard#Russavia,0
Russavia#Unblocked_and_apologies,0
tags#Fair,0
sources#Self,0
shanedizzyrascal@yahoo,0
Team#Next,0
tags#Fair_use,0
DAB#Individual,0
search?q,0
php?tid,0
time!108,0
too?Are,0
ronaldphunt1@gmail,0
Soursop#Toxicity_of_plant_seeds,0
JamesBWatson#Aron,0
BOMBAY!you,1
etomcat@freemail,0
ChatMe!ReadMe,0
Star_Wars#Why_don,0
Consensus#Consensus,0
idiot!but,1
English?Feel,0
RSN#Forgetomori,0
php?title,0
Vaccine#Vaccine_Contamination,0
Article_guidelines#Unsuitable_content,0
tags#Fair_use,0
get?diddly,0
accused_survivor_home_invasion_monster_qIukeVSFXPenAK4ZYdyAON?CMP,0
Redirect#Don,0
Winnipeg#Climate,0
100?chartDate,0
watch?v,0
it?75,1
desk#User,0
ATHON!You,0
Stupid!How,1
asp?privcapId,0
php?title,0
wikifreedomfighter@gmail,0
Noticeboard#Sean_O,0
Nate_Wessel#July_2015,0
pages#Updated,0
T@lk,0
T@lk,0
language?tc,0
php?title,0
watch?v,0
php?title,0
problem!Could,0
them!Um,0
Martinp23#MartinBot,0
you?96,0
php?title,0
php?title,0
php?title,0
Sasuke?Dude,0
CSD#1,0
Hullaballoo_Wolfowitz#Stop_vandalizing_,0
1#OTRS,0
php?title,0
word!Only,0
tags#Fair,0
WikiProject_Albums#Colors,0
watch?v,0
books?id,0
php?title,1
Kingdom#Succeeding,0
html?mod,1
protection#Current,0
Enforcement#Myrhdon,0
beings?As,0
tags#Fair_use,0
Dates_and_numbers#K_,0
sr_1_1?ie,0
Wikipedia#Translating,0
NOT#Wikipedia_is_not_censored,0
books?id,0
0CC8Q6AEwATgo#v,0
Gun_control#RfC,0
IncidentArchive727#Request,0
War#Why,0
watch?v,0
books?id,0
0CHMQ6AEwCQ#v,0
ntt_mp3_rdr?_encoding,0
Origin_of_the_Book_of_Mormon#Purported_plagiarism,0
php?38059,0
Slgr@ndson,0
Tulomanas?83,0
DAB#Piping,0
lukeking3@hotmail,0
review#Kennedy,0
Martinwhitcombe@btinternet,0
Devraj1000@hotmail,0
php?storyId,0
asp?newsid,0
Incidents#MarkMysoe_blocked_indefinitely,0
watch?v,0
D!CK,1
Waters#Help,0
horsepower#hp,0
T@lk,0
Warr#Petroleum,0
it!2,1
dsa_cass@hotmail,0
Noticeboard#Original_Research_by_editor_Esoglou_on_the_Roman_Catholic,0
php?t,1
php?template,0
Harassment#Wikihounding,0
F@ggot,1
3#Ultimate,0
Verifiability#What,0
Signatures#Appearance,0
Oil_for_food#A_proposal_and_some_suggestions_for_moving_forward,0
Percy_Jackson_task_force#Participants,0
php?id,0
php?file,0
Galveston_Bay_Area#Sources_,0
Hatnote#Trivial_hatnote_links,0
Usertalk#Deleted,0
T@lk,0
Apostrophe#Entering,0
man?81,0
Caroline#History,0
Archive_18#Blocked,0
state?Just,0
Party?In,0
Taxonomy#Military,0
patents?id,0
patents?id,0
27_noticeboard#User,0
wave#Is,0
Conflict_of_interest#Writing_about_yourself_and_your_work,0
Mediation#Archive_,0
Mediation#Other_Key_Points,0
Mediation#Well,0
sh@t,0
INDIA!didn,0
com?but,0
videoplay?docid,0
php?title,0
cfm?LakeID,0
Requests#Zeno,0
Requests#Requests,0
Turkey#Request_for_Comment,0
Demeter#Mediterranean,0
Signa?Lo,0
Exponentiation#Primitive_and_principal_roots_and_powers_of_unity,0
rudy@stealthaccess,0
source?Nvvchar,0
cfm?trg,0
Archive_3#Soccer_Player,0
Archive_3#Soccer_Player,0
page!12,0
cfm?c_id,0
inadvertant!Aniljay,0
2013!You,0
cgi?mode,0
4602#newest,0
therotundanews@gmail,0
Wikilinks#Section_links,0
t?azenia,0
Welcome!Hello,0
Jaybird7of9#Image,0
php?title,0
cgi?column,0
cgi?column,0
CSD#G7,0
Humvee#Overseas,0
Judaism#Overly,0
Isotopes_of_technetium#Stability_of_technetium_isotopes,0
2#Goal,0
tags#Fair,0
journals#RFC,0
Frodesiak#Requesting,0
kig#REDIRECT,0
text#REDIRECT,0
text#REDIRECT,0
text#REDIRECT,0
text#REDIRECT,0
news?tmpl,0
html?nav,0
html?pagewanted,0
books?id,0
0CDsQ6AEwAg#v,0
Metal#Genre,0
Management#Opposition,0
bill#S5CV0732P0_19660722_HOC_74,0
permissions@wikipedia,0
ChatMe!ReadMe,0
USERPAGE#Inappropriate_content,0
USERPAGE#Removal_of_inappropriate_content,0
aspx?G,0
Noticeboard#Kim_Jones_at_About,0
books?id,0
y#v,0
sheulibose@yahoo,1
Toulmin#Jude_Calvert,0
faith!But,0
php?title,0
php?title,0
30#Engineer,0
books?id,0
y#v,0
tags#Fair_use,0
tags#Fair_use,0
NFCC#1,0
NFCC#8,0
Rosetta@home,0
watch?v,0
watch?v,0
Image_description_page#Fair_use_rationale,0
B57BF6AB5F06749B85256DC700440AAD?OpenDocument,0
WikiProject_Spam#microdermabrasioninfo4u,0
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
ass!Fuck,1
these?161,1
johansson@kau,0
bergstrom@kau,0
watch?v,0
player_embedded#at,0
Abbreviation#United_States,0
NFCC#9,0
NFCC#9,0
php?title,0
soldiers?How,0
CITE#Citation_styles,0
ISBN#Uses,0
php?id,0
php?id,0
Djathinkimacowboy#Daneto,0
tags#Fair,0
Name#Start,0
Name#Wait,0
Islam_in_India#Hindu,0
php?title,0
php?title,0
image?Talk,0
integrifolia#Taxonomy,0
search?q,0
shtml?sourcedomain,0
T@lk,0
htm#r1,0
List_of_Frankish_Kings#Revert_disimprovements,0
sengunthar@rediffmail,0
list!71,0
Archive_5#Partridge_revisited,0
T@lk,0
TParis#To,0
php?id,0
php?band_id,0
discoeldo79@yahoo,0
enough?That,0
php?title,0
85#Cleaning,0
php?fd,0
1#_1,0
Verifiability#Self,0
php?title,0
squids?81,0
2011_February_8#Bruce_Copley,0
search?q,0
EdJohnston#Himara,0
asp?sermonum,0
php?title,0
TPG#Editing,0
No_personal_attacks#Poll,0
Cruz#Misuse,0
NC#Naming,0
asp?id,0
asp?id,0
done?143,0
MMR_vaccine_controversy#How_to_include_this_in_this_article,0
Mathematics#Common_misconceptions,0
php?attId,0
_Tehelka_report#Repeated_lines_reinstated,0
tags#Fair,0
php?t,0
WikiProject_Education_in_Canada#Participants,0
Revised#Participants,0
Mongoloid#Proto,0
tags#Fair_use,0
Clerical_collaboration_with_Communist_secret_services#Poland,0
Batman#I,0
php?option,0
php?title,0
ACCESS#Users_with_limited_CSS,0
territories#British,0
clar#irsentience,0
osbus11@yahoo,0
php3?id_rubrique,0
tags#Fair_use,0
php?t,0
php?title,0
mentioned?Darko,0
php?title,0
blocked!i,0
article!i,0
tags#Fair_use,0
html#PARTb,0
php?title,0
permissions@wikimedia,0
tags#Fair_use,0
Evidence#Faking,0
source?96,0
php?title,0
HisNHers2006@yahoo,0
Health#Developmental_Conditions_and_Learning_Difficulties,0
php?diff,0
php?title,0
asp?s,0
NPOV_tutorial#Neutral_language,0
WHYLAND@travelers,0
php?rop3,0
here#REDIRECT,0
Federation#revert,0
term?76,0
what?The,0
communications@ANAUSA,0
watch?v,0
info@thefinancialdaily,0
info@manhattandatainc,0
aspx?ArticleID,0
Archive_1#Does_this_look_familiar_to_anyone,0
jsp?domain,0
jsp?domain,0
info@manhattandatainc,0
option#G_double_barrel,0
option#G_all_on_the_right,0
option#G,0
option#C,0
option#D,0
option#G,0
Accessibility#Use,0
php?profileid,0
php?id,0
php?a,0
php?id,0
Slgr@ndson,0
abomination?Like,1
books?vid,0
4caX_oMm1TLCtmRTOCFtnf9PvvM#PPA77,0
watch?v,0
Orlady#County_government,0
php?title,0
Incidents#Mass,0
watch?v,0
T@lk,0
T@lk,0
T@lk,0
BLP#Privacy_of_names,0
tags#Fair_use,0
links#Proposal,0
Individual_and_political_action_on_climate_change#Add_File,0
Mac_OS_X#Versions,0
Acupuncture#Adoption,0
Why?99,0
watch?v,1
ZZtEU#t,1
jenna?78,0
php?id,0
Image_copyright_tags#Members,0
dubious?Did,0
tags#Fair_use,0
chriskenyon0@gmail,0
Page#Augustus,1
shtml?norewrite200605191551,0
SNDRI#CREB,0
return?2600,0
Icons#Avoid,0
Icons#Avoid,0
2012_March_14#Category,0
T@lk,0
T@lk,0
Sarah_Palin#Dhraaammaaa_warning,0
banned?that,0
think?free,0
EricBarbour#deleted_article,0
consent#Page,0
ChatMe!ReadMe,0
certificate?Grand,0
jhtml?xml,0
article!108,1
tags#Fair,0
jack@odwyerpr,0
wmccarren@press,0
jack@odwyerpr,0
watch?v,0
patienthunter@netscape,0
tags#Fair,0
php?about,0
asp?page,0
paste#Can,0
removed?78,0
75377964@N00,0
html?res,0
cgi?rs,0
pl?snp,0
Oslo#History,0
Wellcome!color,0
Here!Now,0
IncidentArchive735#User,0
php?title,0
Bee_Gees_discography#Studio_albums,0
thomson#Okay_okay_I_see,0
books?hl,0
Johnfos#The_Signpost,1
User_page#How_do_I_delete_my_user_and_user_talk_pages,0
Noticeboard#Breaking_Bad,0
posts?id,0
link!96,0
IncidentArchive582#Jack_Merridew,0
tags#Fair,0
American#Infobox,0
Collaborations#RfC,0
WikiProject_National_Basketball_Association#Highlights_in_infobox,0
Incidents#98,0
medicine#Pharmacology,0
1?seq,0
1#page_scan_tab_contents,0
webmaster@bspindia,0
debt#Negative,0
States#Close,0
List_of_Watch_Tower_Society_publications#Primary_study_aids,0
List_of_Watch_Tower_Society_publications#Study_aids,0
Pediainsight#Citations,0
Accessibility#Text,0
php?title,0
When_to_cite#When_a_source_may_not_be_needed,0
php?title,0
asp?id,0
asp?CID,0
Did_you_know#Anthony_Davis_,0
Maustrauser#your_question_to_me,0
php?boardid,0
php?boardid,0
cgi?user,0
N#Notability,0
php?title,0
php?p,0
Noticeboard#Talk,0
watch?v,0
html?replyto,0
html?thread,0
8560592#t8560592,0
watch?v,0
tags#Fair,0
page#Fair,0
Convolution#External_links,0
Convolution_theorem#Additional_resources,0
tags#Fair,0
26_World_Report#Criticism_of_college_rankings,0
webhp?rlz,0
8#hl,0
plot?209,0
dj_rov@hotmail,0
Incidents#User,0
Hullaballoo_Wolfowitz#Maybe_we_could_back_away_from_the_cliff,0
Hullaballoo_Wolfowitz#Stop_vandalizing_,0
Chandler?this,0
tags#Fair,0
epowebmaster@yahoo,0
aspx?subsite,0
Woohookitty#ad_hominem_attack_on_Canaen_by_Skinwalker,0
dotheword2063@yahoo,0
Cambridge#Pregnancy,0
feminism#Does,0
Talk_page#Etiquette,0
ref#19,0
b4429553f79b3675#b4429553f79b3675,0
php?title,0
cracks?69,0
Enforcement#John,0
htm#Family,0
aaaboyz1@hotmail,0
ue@gmail,0
books?id,0
books?ei,0
books?id,0
books?id,0
books?id,0
0CDEQ6AEwAA#v,0
books?id,0
books?id,0
0CEoQ6AEwBg#v,0
books?ei,0
books?id,0
books?ei,0
books?ei,0
books?id,0
0CCgQ6AEwADgU#v,0
books?ei,0
books?id,0
books?ei,0
books?id,0
books?ei,0
books?ei,0
books?id,0
0CDEQ6AEwAA#v,0
image?id,0
pt?id,0
Bacon#Merge,0
tags#Fair,0
kdfarley21@tntech,0
Family#Poll,0
ATHON!You,0
Hiberniantears#Hola,0
alerts#User,0
Universities#New,0
panic_at_the_disco_high_school_musical?source,0
P!ATD,0
ATTACK#Removal,0
CIVIL#Removing,0
policy#Disruption,0
books?id,0
en#v,0
search?hl,1
Buddhism#Liberation,0
watch?v,0
tags#Fair_use,0
shumich@lycoming,0
newspapers?nid,0
php?mediaID,0
php?title,0
Psychotronic_weapons#Psychotronic_weapons,0
Noticeboard#Psychotronics,0
php?tid,0
2654#pid69505,0
Signatures#Internal_links,0
NRHP#formerly,0
cgi?sstr,0
research#Neutral,0
ka?kuid,0
ka?kuid,0
php?title,0
and?126,0
videoplay?docid,0
27_noticeboard#Improper_archiving_of_a_user_category_for_discussion,0
noticeboard#Davenbelle,0
Request_board#RfC,0
php?title,0
in?81,0
wikipedia?Korsentry,0
arms?71,0
do?Does,0
Editing_policy#Be_cautious_with_major_changes,0
Noticeboard#Marcus,0
ChatMe!ReadMe,0
watch?v,0
en@wikimedia,0
MOSFILMS#Critical_reception,0
The_Godfather#IMDb_rating,0
Fiber_to_the_x#Larger,0
ANI#user,0
aspx?id,0
discussion#Contrariwise,0
Street_King_Immortal#Singles,0
php?title,0
en@lists,0
php?nn,0
php?title,0
Sh#t,1
glossaryoftribes03rose#page,0
panjabcastes00ibbe#page,0
php?title,0
php?title,0
php?title,0
1024x768@16bpp,0
100x37@100Hz,0
NOT#REPOSITORY,0
Ron_Paul_Revolution#Ron_Paul_Revolution,0
php#newsitemEElFuplEykthEDXYdp,0
webhp?sourceid,0
8#newwindow,0
info@art,0
squishy_vic@yahoo,0
Kurds#Validity,0
RS#Self,0
September_11#International_Burn_a_Koran_Day,0
WikiProject_Bacon#Participants,0
php?title,1
php?nid,0
tags#Fair_use,0
29#Requested_move_2,0
cgi?ip,0
sentence?__,0
php?title,0
php?title,0
php?title,0
BozMo#disclaimer_regarding_the_workforall_spammer,0
Requestion#h,0
scholar?hl,0
Players#Group,0
Incidents#Unblock,0
tags#Fair,0
White_Sands_Missile_Range#NASA_use,0
Angiosperms?Chhe,0
3?show,0
php?title,0
php?title,0
Ohnoitsjamie#Thanks_for_the_notice,0
Pndapetzim#British,0
watch?v,0
spanner#Proper,0
T@lk,0
december?please,0
nicrag@aol,0
REVERT#Do_not,0
Civility#Why_is_incivility_bad,0
php?t,0
Seamount#Activity,0
martinfletcher@3mail,0
INTRO#Introductory,0
INTRO#Relative,0
INTRO#Provide,0
INTRO#Relative,0
rape#United,0
IPv4#Header,0
php?title,0
Football#1894,0
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
cougar!You,1
tags#Fair,0
buddymac@yahoo,0
Thanks!68,0
cfm?PID,0
Paragraph#Paragraphs,0
SONGS#Categories,0
single#Parameters,0
2014#Ju,0
know#Time,0
ric@gmail,0
seriously!217,0
php?title,0
watch?v,0
Free_State_Project#External_links,0
ARBPIA3#500,0
DYK#BabbaQ,0
Linking#Chronological_items,0
tags#Fair,0
otherwise?68,0
tags#Fair,0
ChatMe!ReadMe,0
interest#Media,0
Noticeboard#Cara_Delevingne,0
tags#Fair_use,0
Incidents#Request,0
n!gg,1
@r,1
php?id,0
watch?v,0
app?service,0
watch?v,0
watch?v,0
books?id,0
0CEUQ6AEwBQ#v,0
books?id,0
ml@worldimprover,0
NS#Aliases,0
alex@theparfitts,0
watch?v,0
watch?v,0
watch?v,0
watch?v,0
watch?v,0
watch?v,0
watch?v,0
watch?v,0
cfm?fuseaction,0
XtheBandit001@AOL,0
tags#Fair_use,0
racial?If,0
php?title,0
ideas!To,0
php?title,0
Macedonia#Final,0
Macedonia#Area,0
Simple?Anyhow,0
php?LOWAGE,0
php?title,0
en@wikimedia,0
Templates_for_deletion#Template,0
Blackson#Religious_bias,0
TAB#Support,0
tags#Fair_use,0
10#Careful,0
php?title,0
warring#User,0
whining!172,1
you?99,0
php?id,0
Kiev#Notes,0
nigedaishonin@hotmail,1
Territories?Best,0
Restoration_Movement#Great_Britain,0
q@wikimedia,0
info@arkansaspreservation,0
c@ck,1
assh@les,1
F@CK,1
b#tch,1
ANI#Disruption,0
watch?v,0
asp?CMS_ITEM,0
htm#tricolor,0
Collaboration_with_Wikipedia#Identifying_users,0
JUJUBE!FUCK,1
WIKIPEDIA!DESTROY,1
JUJUBE!DESTROY,1
WIKIPEDIA!DEATH,1
JUJUBE!FUCK,1
WIKIPEDIA!DESTROY,1
JUJUBE!DESTROY,1
WIKIPEDIA!DEATH,1
JUJUBE!FUCK,1
WIKIPEDIA!DESTROY,1
JUJUBE!DESTROY,1
WIKIPEDIA!DEATH,1
JUJUBE!FUCK,1
WIKIPEDIA!DESTROY,1
JUJUBE!DESTROY,1
WIKIPEDIA!DEATH,1
think?talk,0
tips!I,0
